TimerId,ParentId,TimerName,Count,Inc.Time,Exc.Time,NumFrames
5175,5085,SDockTab [OutputLogModule.cpp(118)],658,1.9400001e-05,1.9400001e-05,659
5122,5085,SViewport [SEditorViewport.cpp(83)],658,0.0015634,0.0015634,659
5121,5085,SGlobalPlayWorldActions [SEditorViewport.cpp(277)],658,8.81999995e-05,8.81999995e-05,659
5119,5085,SLevelViewport [LevelEditor.cpp(309)],658,0.0027961,0.0027961,659
5118,5085,SAssetEditorViewportsOverlay [AssetEditorViewportLayout.cpp(199)],658,0.000240699999,0.000240699999,659
5117,5085,SPlacementAssetThumbnail [SPlacementModeTools.cpp(262)],4606,0.0001187,0.0001187,659
5116,5085,SPlacementAssetEntry [SPlacementModeTools.cpp(812)],4606,0.000202999998,0.000202999998,659
5115,5085,SUniformWrapPanel [ColumnWrappingContainer.cpp(61)],658,7.97999993e-05,7.97999993e-05,659
5114,5085,SScrollPanel [SScrollBox.cpp(157)],658,1.61999998e-05,1.61999998e-05,659
5113,5085,SScrollBox [HeaderAndBodyContainer.cpp(134)],658,0.0029718,0.0029718,659
5112,5085,SComboButton [SClippingVerticalBox.cpp(145)],658,3.90999995e-05,3.90999995e-05,659
5111,5085,SCheckBox [SToolBarButtonBlock.cpp(430)],3290,0.000139099996,0.000139099996,659
5110,5085,SSplitter [CategoryDrivenContentBuilderBase.cpp(141)],658,1.77999996e-05,1.77999996e-05,659
5109,5085,SSeparator [SeparatorBuilder.cpp(7)],1316,0.000173,0.000173,659
5108,5085,SEditableText [SEditableTextBox.cpp(61)],2632,0.0074038,0.0074038,659
5107,5085,SSearchBox [SPlacementModeTools.cpp(696)],658,8.99000003e-05,8.99000003e-05,659
5106,5085,SPlacementModeTools [PlacementModeModule.cpp(535)],658,0.0003159,0.0003159,659
5105,5085,SDockTab [SLevelEditor.cpp(1004)],658,1.29999993e-05,1.29999993e-05,659
5104,5085,SDockingTabStack [TabManager.cpp(2004)],3290,0.0001656,0.0001656,659
5103,5085,SSplitter [SDockingSplitter.cpp(15)],2632,8.33999984e-05,8.33999984e-05,659
5102,5085,SDockingSplitter [TabManager.cpp(2200)],2632,0.0001698,0.0001698,659
5101,5085,SComboButton [SToolBarComboButtonBlock.cpp(328)],5264,0.000305000001,0.000305000001,659
5100,5085,SToolBarComboButtonBlock [SToolBarComboButtonBlock.cpp(62)],5264,0.000158099999,0.000158099999,659
5099,5085,SComboButton [LevelEditorToolBar.cpp(1351)],658,0.0003337,0.0003337,659
5098,5085,SWidgetBlock [SWidgetBlock.cpp(49)],4606,0.000278300002,0.000278300002,659
5097,5085,SSeparator [SToolBarSeparatorBlock.cpp(82)],4606,0.0001905,0.0001905,659
5096,5085,SToolBarSeparatorBlock [SToolBarSeparatorBlock.cpp(34)],4606,0.000320799997,0.000320799997,659
5095,5085,SToolBarButtonBlock [SToolBarButtonBlock.cpp(144)],13818,0.000551000007,0.000551000007,659
5094,5085,SMultiBoxWidget [MultiBox.cpp(484)],12502,0.0005153,0.0005153,659
5093,5085,UE::Slate::Private::SPanelDrawerArea [TabManager.cpp(1197)],658,0.000110499998,0.000110499998,659
5092,5085,SLevelEditor [LevelEditor.cpp(245)],658,0.0004102,0.0004102,659
5091,5085,SDockTab [LevelEditor.cpp(224)],658,2.43000009e-05,2.43000009e-05,659
5090,5085,SDockTab [MainFrameModule.cpp(923)],658,1.72000002e-05,1.72000002e-05,659
5089,5085,SDockingTabWell [SDockingTabStack.cpp(124)],3290,0.000121799999,0.000121799999,659
5088,5085,SDockingTabStack [TabManager.cpp(2027)],658,2.41000008e-05,2.41000008e-05,659
5087,5085,SSplitter [SDockingArea.cpp(82)],1316,7.14000009e-05,7.14000009e-05,659
5086,5085,SDockingArea [TabManager.cpp(2154)],1316,0.000109500002,0.000109500002,659
